latitude,longitude,host_response_rate,host_acceptance_rate,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,id,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,has_availability,host_response_time,room_type,phone,work_email,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short
40.68493,-73.73011,91.383013414363,0.0,1,0,1,1.0,1.0,1.0,365,30,365,22336,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,3877,754.0,722.0,0,0,1,0,0,0,1,0,0,0,1,2.129032258064516,2.2459279930644835,-0.6259263720508631,-0.6635450438136276,0.6773007558138927
40.74411253144814,-73.90989598008132,0.0,78.57919812357986,122,0,1,1.0,1.0,1.0,270,30,365,7055,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,646,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.167883211678832,2.2459279930644835,0.08907219478666314,-0.42531618590484027,1.5360234056212424e-15
40.69099,-73.75434,91.383013414363,78.57919812357986,1,0,1,1.0,1.0,1.0,365,30,365,11322,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1215,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.87012987012987,2.2459279930644835,-0.6296596298560714,-0.42531618590484027,1.5360234056212424e-15
40.69071,-73.93739,100.0,100.0,0,0,6,2.0,3.0,5.0,338,30,364,2865,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,3997,3396.0,203.0,0,1,0,0,1,1,1,1,0,0,1,1.83495145631068,-0.11031340814819567,-0.6152965471050134,1.891355768932995,0.6998373484811258
40.80694,-73.94709,98.0,85.0,0,0,2,1.0,1.0,1.0,154,4,28,4750,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,4320,1260.0,115.0,0,1,1,0,1,0,1,0,0,0,1,1.941095890410959,0.203441417013183,-0.5694477382280089,-0.0967106026924414,-0.2018307402912161
40.676551534329,-73.94353998240703,98.0,100.0,0,0,6,1.0,2.0,5.0,320,1,365,4277,1,1,1,1,1,3,3,1,0,1,1,0,0,0,0,1074,402.0,119.0,0,1,1,0,1,1,1,1,0,0,1,2.056862745098039,-0.7050228387460378,-0.5637597120941804,0.6362809839429668,0.922933180028217
40.64809,-73.93112,100.0,100.0,4,0,2,1.0,1.0,1.0,90,30,180,5612,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,1060,115.0,115.0,0,1,0,0,1,1,1,1,0,0,1,1.5114503816793894,2.2459279930644835,-0.6195307649652665,-0.504350519787548,-21.95393493452584
40.68413,-73.95233,100.0,100.0,0,0,2,1.0,0.0,1.0,107,1,1125,20989,0,1,1,1,1,3,3,1,0,1,1,0,0,0,0,2111,2058.0,102.0,0,1,1,0,0,0,1,1,0,0,1,1.83495145631068,0.6751003922560306,-0.5885241922055081,2.7654916815774957,0.23725246615633888
40.74756,-73.94952,100.0,100.0,1,0,2,1.0,1.0,1.0,68,30,100,20943,0,1,1,0,1,2,1,1,0,1,0,0,1,0,0,4086,2387.0,439.0,0,1,1,0,1,1,1,1,0,0,1,2.305555555555556,-0.7249815387560687,-0.6296596298560714,-0.025808526326291437,1.6486745641152287
40.82605,-73.95155,90.0,41.0,1,0,1,1.0,1.0,1.0,145,30,91,12386,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,2624,2339.0,458.0,0,0,0,0,0,1,1,0,0,0,1,1.941095890410959,-0.17429645818140693,-0.6288300170104696,-0.735792273337822,0.12402707032977743
40.70262,-73.898,100.0,14.0,0,0,12,2.0,5.0,8.0,365,30,365,14334,1,1,1,0,1,3,3,1,0,1,0,0,1,0,0,5213,752.0,190.0,0,1,1,0,0,0,1,0,0,0,1,1.3314917127071824,2.2459279930644835,-0.574862227271861,-0.7129840944457179,0.507445919219804
40.76681113091194,-73.95607575103254,99.0,58.0,0,0,4,1.0,2.0,2.0,351,30,365,13225,0,1,1,0,1,3,3,1,0,0,0,1,0,0,0,3582,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,1,0,0,1,2.829512893982808,1.0241731924356867,-0.2248225058932759,-0.42531618590484027,1.5360234056212424e-15
40.74241313034152,-73.97298522692198,92.0,86.0,0,0,6,1.0,3.0,1.0,248,30,730,2745,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,4522,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,3.1920903954802258,-2.0757540467357876,-0.03774716593410915,-0.42531618590484027,1.5360234056212424e-15
40.74423079061943,-73.98991651950782,90.0,100.0,8,0,2,1.0,1.0,1.0,242,1,365,8738,0,1,1,1,1,3,1,1,0,1,0,1,0,0,0,3531,823.0,823.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,-0.20491842169352484,-0.6060256117775263,-0.755160503289471,1.8609766287657916
40.8219270764948,-73.95624364585721,100.0,79.0,352,0,1,0.0,4.0,1.0,0,30,180,6414,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1853,1386.2627873819283,382.8981464979505,1,0,0,0,0,1,1,0,0,0,1,1.941095890410959,-2.144140167936436,1.0500338611506659,-0.42531618590484027,1.5360234056212424e-15
40.69188,-73.97059,100.0,100.0,0,0,2,1.0,1.0,7.0,245,30,1125,9668,0,1,1,1,1,3,3,1,0,1,1,0,0,0,0,4028,2657.0,382.0,0,0,0,0,1,1,0,1,0,0,1,2.02,-2.144140167936436,-0.6250178744693029,1.4127400860047756,0.48523734914891176
40.73498,-73.84979,100.0,99.0,0,0,2,1.0,1.0,1.0,259,30,1125,9031,1,1,1,0,1,3,3,1,0,1,0,0,1,0,0,3231,924.0,93.0,0,0,0,0,1,1,1,1,0,0,1,2.275,-2.144140167936436,-0.6234293068917627,1.018196066194074,0.7880831363802465
40.64212,-73.96574,100.0,87.0,4,0,2,1.5,1.0,2.0,251,30,270,6656,1,1,1,0,1,3,1,1,1,1,1,0,0,0,0,3539,2241.0,110.0,0,1,0,0,1,1,1,1,0,0,1,1.5,-1.7077991677118658,-0.5940954929952673,0.011387388798497843,1.4537208581079015
40.7611438293784,-73.97612083794381,57.0,50.0,0,3,2,1.0,1.0,0.0,89,30,90,10786,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,804,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,1,0,1,0,4.008998875140607,2.1586597930195692,-0.6195886018797939,-0.42531618590484027,1.5360234056212424e-15
40.69191360473633,-73.92485809326172,100.0,57.0,11,2,2,1.0,1.0,1.0,363,30,365,21549,0,1,1,0,1,3,1,1,0,0,1,0,0,0,0,1046,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,0,0,0,0,0,1.4187604690117253,2.1586597930195692,-0.5878997510244487,-0.42531618590484027,1.5360234056212424e-15
40.84594,-73.86508,100.0,78.57919812357986,0,0,7,1.0,3.0,4.0,335,30,1125,22349,0,1,1,0,1,2,3,1,0,1,0,0,0,1,0,2721,912.0,412.0,0,0,1,0,1,0,0,1,0,0,1,2.0,-0.281523358236352,-0.6152965471050134,-0.08022205707679454,-0.9192926366765777
40.68639727878037,-73.95417199004568,99.0,23.0,719,0,1,1.0,4.0,1.0,364,30,365,6420,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,1.83495145631068,2.1586597930195692,2.054687110418205,-0.42531618590484027,1.5360234056212424e-15
40.670667434274165,-73.92994365773743,100.0,100.0,0,0,10,2.0,4.0,4.0,252,5,120,1947,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,667,623.0,86.0,0,0,0,0,1,1,1,0,0,0,1,2.056862745098039,-1.8301657095697887,-0.619903475745206,1.4297295887028674,0.16142115744872568
40.68234,-73.72947,91.383013414363,100.0,1,0,2,1.0,1.0,1.0,365,30,1125,736,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,4684,828.0,828.0,0,1,1,0,0,0,1,0,0,0,0,1.4193548387096775,2.2459279930644835,-0.6292448234332705,-0.755160503289471,-20.768370189802067
40.72254,-73.99322,100.0,100.0,0,0,2,1.0,1.0,1.0,350,1,365,19630,1,1,1,1,1,3,3,1,0,1,0,1,0,0,0,2565,1176.0,102.0,0,1,1,0,0,1,1,0,0,0,0,3.330275229357798,1.285977792570429,-0.5554856829746067,5.929939266057019,0.9473771661305443
40.62904,-73.93529,0.0,0.0,1,0,2,1.0,1.0,0.0,364,30,1125,12051,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,3316,3017.0,2559.0,0,1,1,0,0,0,1,0,0,0,1,2.0,2.1586597930195692,-0.6292448234332705,-0.705332413905694,-1.0792874607548641
40.76043587396708,-73.99198082489241,96.0,94.0,0,0,1,1.0,0.0,1.0,296,30,175,5477,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3455,115.0,115.0,0,1,0,0,0,1,1,1,0,0,0,3.1260744985673354,-1.7851130316330306,0.013167389100768893,-0.5126945148814207,-2.064409767851528
40.69467,-73.92312,91.383013414363,0.0,0,0,6,2.5,3.0,3.0,219,30,120,12645,0,1,1,0,1,0,3,1,1,1,1,0,0,0,0,4383,637.0,471.0,0,1,0,0,1,0,0,1,0,0,1,1.4187604690117253,-2.127043637636274,-0.6266771001605067,-0.588550179902827,1.1269073824399287
40.67472,-73.95492,100.0,84.0,0,0,4,2.0,2.0,2.0,6,1,1125,15109,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,3477,751.0,83.0,0,0,0,1,1,1,0,1,0,0,1,2.056862745098039,-2.0182275428715726,-0.6266771001605067,0.8189697340496255,0.7915906625097335
40.717,-73.95144,100.0,93.0,0,0,8,2.0,3.0,4.0,132,30,1125,10532,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,4302,3106.0,322.0,0,0,1,0,1,0,1,1,0,0,1,2.80030959752322,-1.9560783346346522,-0.6219554554172682,0.45313783487118126,1.2740337073863919
40.69769774798581,-73.92018051510972,91.383013414363,78.57919812357986,1,0,1,1.0,1.0,1.0,88,30,365,8220,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,2827,1386.2627873819283,382.8981464979505,1,0,0,0,0,0,0,0,0,0,0,1.4187604690117253,2.0713915929746554,-0.6296596298560714,-0.42531618590484027,1.5360234056212424e-15
40.85003,-73.92281,100.0,77.0,1,0,2,1.0,1.0,1.0,364,30,1125,2,0,1,1,0,1,3,1,1,0,1,0,0,0,1,0,3414,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.3333333333333333,2.1586597930195692,-0.6161123810254701,-0.42531618590484027,1.5360234056212424e-15
40.73046,-73.98915,100.0,100.0,0,0,2,1.0,0.0,1.0,355,30,1125,11044,0,0,1,0,1,1,3,1,0,1,0,1,0,0,0,2602,1302.0,392.0,0,1,1,0,1,0,1,0,0,0,0,3.326219512195122,1.373245992615343,-0.625732771211859,0.021462039056425485,1.1782483299324515
40.74822844190484,-73.86317159258495,100.0,97.0,0,3,1,1.0,1.0,0.0,242,1,7,7295,1,1,1,1,1,3,0,1,0,1,0,0,1,0,0,3174,453.0,92.0,0,0,1,0,1,1,0,1,0,0,1,0.945945945945946,0.07420234194664788,-0.6220774404165995,0.8818285867903043,1.3331482206789547
40.72023,-73.99401,96.0,90.0,4,0,2,1.0,0.0,1.0,35,15,29,10885,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,3266,1372.0,99.0,0,1,1,0,1,1,1,0,0,0,1,3.330275229357798,-1.0980234024444993,-0.3306170319936568,0.15099039138198905,0.73868164237972
40.767296,-73.983437,91.383013414363,78.57919812357986,0,0,4,1.5,1.0,2.0,362,30,31,16796,0,0,1,0,1,0,3,1,0,0,0,1,0,0,0,4224,1084.0,462.0,0,0,0,0,1,1,0,0,0,0,1,3.1260744985673354,2.0713915929746554,-0.6266771001605067,-0.39724484434807805,0.6246628791204072
40.63470009387774,-74.01785821419386,100.0,100.0,7,0,1,1.0,1.0,1.0,34,30,365,1797,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,3088,1386.2627873819283,382.8981464979505,1,0,1,0,1,1,1,0,0,0,1,1.5357142857142858,-0.44534646706156084,-0.6085722872288596,-0.42531618590484027,1.5360234056212424e-15
40.746207355228975,-73.98812009189218,100.0,100.0,61,0,5,1.0,1.0,3.0,129,1,365,10634,0,1,1,1,1,3,1,1,0,1,0,1,0,0,0,1292,164.0,105.0,0,1,1,0,0,1,1,0,0,0,1,4.008998875140607,-0.6663784137260886,-0.4241786870803649,0.46923531600219043,-4.149900736213618
40.7447,-73.99754,100.0,100.0,1,0,1,1.0,1.0,2.0,179,30,90,10407,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,3933,1892.0,1847.0,0,1,0,0,1,1,1,0,0,0,1,3.5669781931464173,2.2459279930644835,-0.6296596298560714,-0.7524128689028649,1.4099549138654432
40.760894,-73.96948739999999,40.0,99.0,35,0,2,1.0,1.0,1.0,345,1,365,21735,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,2262,303.0,121.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,0.8143188173275814,-0.4683991928006558,-0.4441168206328808,-1.9837053167800245
40.77418,-73.94803,100.0,86.0,0,0,2,1.0,1.0,1.0,94,30,100,2778,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,2757,1843.0,88.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-0.6639322310558352,-0.625732771211859,-0.23016247735880613,1.4023707632819484
40.64964,-73.92565,91.383013414363,78.57919812357986,1,0,1,1.0,1.0,1.0,90,30,30,194,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1903,1867.0,1867.0,0,1,1,0,0,0,1,0,0,0,1,1.5114503816793894,2.2459279930644835,-0.6296596298560714,-0.7607231666853862,1.8609766287657916
40.689548,-73.943001,100.0,76.0,10,0,2,2.0,1.0,1.0,364,30,367,7804,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,1503,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.83495145631068,2.1586597930195692,-0.5971990030696518,-0.42531618590484027,1.5360234056212424e-15
40.78113578973381,-73.94689628393887,100.0,59.0,6,0,1,1.5,1.0,4.0,41,30,365,13530,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,1046,481.0,245.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-2.144140167936436,-0.6127781883713964,-0.6712978162877055,-8.423686436892782
