price,latitude,longitude,host_acceptance_rate,calculated_host_listings_count_private_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,room_type,phone,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short,amenities_count,host_responsiveness
5,40.719765,-73.988102,97.0,1.5040773967762742,4,1.0,1.0,2.0,112,1,365,0,1,1,1,1,1,0,0,1,0,0,0,341,253.0,139.0,0,1,1,0,0,0,1,0,1,0,0,3.330275229357798,2.158678728344627,-0.6194977817698978,-0.3141366019575903,0.0589616349890372,4,300.0
4,40.75051,-73.97849,97.0,-0.6931471805599453,2,1.0,1.0,1.0,6,1,1124,0,1,1,1,2,1,1,0,1,0,0,0,2467,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,1,0,0,3.5,-2.1441096026838764,4.117628257763179,-0.4229570891387559,4.516345807263462e-17,5,288.0
0,40.69495,-73.94578,23.0,6.578556526327422,1,2.0,6.0,1.0,246,30,365,0,1,1,0,1,1,1,1,0,0,0,0,4488,328.0,328.0,0,1,1,0,1,0,1,0,0,0,1,1.83495145631068,-2.1441096026838764,2.054285085594901,-0.7094378269947268,1.861010432880839,5,297.0
2,40.87953,-73.8669,100.0,-0.6931471805599453,2,1.0,0.0,1.0,83,30,120,0,0,1,1,3,1,1,0,0,0,1,0,2098,1789.0,177.0,0,0,0,1,1,1,1,1,0,0,1,1.0,1.8615717228990123,-0.6256984701643726,-0.0723725935099562,0.9321538662046016,6,300.0
2,40.74389,-74.00249,79.0,5.865050622252324,1,0.0,1.0,1.0,128,30,180,0,1,1,0,1,1,1,0,1,0,0,0,1853,1386.2627873819283,382.8981464979505,1,0,1,0,0,1,1,0,0,0,1,3.5669781931464173,-2.1441096026838764,1.0494181924832249,-0.4229570891387559,4.516345807263462e-17,4,200.0
5,40.7095847,-74.0087404,100.0,1.7047480922384253,2,1.0,1.0,1.6037022802972072,13,1,365,1,1,1,1,1,1,1,0,1,0,0,0,304,207.0,207.0,0,1,1,0,0,0,1,0,1,0,0,4.289962825278811,-1.7581847644826285,-0.6161216364345629,-0.6786919376067353,1.861010432880839,4,300.0
1,40.707,-73.90131,100.0,1.5040773967762742,1,1.0,1.0,1.0,326,30,45,0,1,1,0,1,1,1,0,0,1,0,0,1869,1728.0,481.0,0,1,0,0,1,1,1,1,0,0,1,1.3314917127071824,0.3009755331006986,-0.6157205996152411,-0.6856800686606354,1.6419687523229327,6,300.0
3,40.83973,-73.88043,78.57919812357986,-0.6931471805599453,2,1.0,1.0,1.0,87,30,45,0,1,0,0,3,1,1,0,0,0,1,0,5693,919.0,815.0,0,1,1,0,0,0,0,0,0,0,1,2.5,1.9841331819403063,-0.6262285052953341,-0.7240868228546371,1.861010432880839,3,0.0
2,40.69312,-73.89558,100.0,-0.6931471805599453,6,1.0,2.0,3.0,258,30,1124,0,0,1,0,3,1,1,0,0,1,0,0,2122,2069.0,162.0,0,1,1,0,1,1,1,1,0,0,1,1.6666666666666667,-2.1441096026838764,-0.618510351940766,-0.3366946261788627,0.7027264681533628,7,300.0
1,40.62872,-74.12154,78.57919812357986,-0.6931471805599453,4,1.0,0.0,3.0,216,30,1124,0,1,1,0,3,1,1,0,0,0,0,1,3342,3331.0,453.0,0,1,0,0,1,1,1,1,0,0,1,0.7222222222222222,0.0928877958801462,-0.6266427657030368,1.0738043861100497,1.193642043716145,6,300.0
1,40.70331906758032,-73.94154645625645,80.0,1.252762968495368,1,1.0,1.0,1.0,56,30,60,1,1,1,0,1,1,1,1,0,0,0,0,1795,697.0,115.0,0,1,0,0,1,1,0,1,0,0,0,2.80030959752322,-1.1696017770431442,-0.6224596666975303,-0.5925298439639884,1.5937023185083898,4,300.0
5,40.79394,-73.97205,98.0,-0.6931471805599453,5,1.0,3.0,3.0,179,2,365,0,1,1,1,3,1,0,0,1,0,0,0,793,352.0,100.0,0,1,1,0,0,0,1,0,0,0,1,3.109090909090909,-1.547902657544492,-0.5990172993084596,1.5762971456164476,-0.9559406807204958,4,300.0
2,40.709180566877926,-73.9401284299423,37.0,0.4054651081081644,2,1.0,1.0,1.0,184,30,365,0,1,1,0,1,1,1,1,0,0,0,0,1861,435.0,238.0,0,1,0,0,0,0,1,0,0,0,1,2.80030959752322,-1.935372555299214,-0.629626217775903,-0.1505881228170867,1.1662093018414827,3,0.0
5,40.71903380456196,-73.98831419465334,100.0,-0.6931471805599453,6,1.0,3.0,3.0,302,3,365,1,1,1,1,3,1,1,0,1,0,0,0,490,272.0,98.0,0,1,1,0,1,1,1,0,0,0,1,3.330275229357798,-0.8573444296271113,-0.607563973478433,1.2133420661206027,0.782643703517415,6,300.0
0,40.82644,-73.95193,83.0,0.4054651081081644,1,1.0,1.0,1.0,321,30,90,0,0,1,0,1,1,1,0,1,0,0,0,3013,2966.0,118.0,0,1,0,0,1,1,1,1,1,0,1,1.941095890410959,-0.9597675447996896,-0.629626217775903,-0.2273101153375231,-0.5169218292868518,7,300.0
1,40.67619,-73.94666,93.0,2.525728644308256,2,2.0,1.0,1.0,243,30,1124,0,1,1,0,1,1,1,1,0,0,0,0,3058,1425.0,361.0,0,1,1,0,1,1,1,1,0,0,0,2.056862745098039,-0.110413374911537,-0.5912458378641094,1.638645631875609,0.8998765209456604,6,300.0
1,40.8828023,-73.8953348,100.0,0.9162907318741552,1,1.0,1.0,1.0,3,30,365,0,1,1,1,1,1,1,0,0,0,1,0,2675,530.0,283.0,0,1,1,0,1,1,1,1,0,0,1,1.1666666666666667,-2.1441096026838764,-0.6230029254168726,-0.6534421205364908,1.2081463309338638,7,300.0
4,40.68022550215076,-73.9202905206641,31.0,2.1400661634962708,4,1.0,1.0,2.0,365,30,365,0,1,1,0,1,1,0,1,0,0,0,0,3495,554.0,449.0,0,1,1,0,0,0,1,0,0,0,1,1.83495145631068,2.2459515015467875,-0.5707653554026711,-0.701726176027007,-0.7648798329390635,4,0.0
5,40.8029,-73.9577,39.0,1.7047480922384253,1,1.5,1.0,1.0,212,30,180,0,1,1,0,1,1,1,0,1,0,0,0,380,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,1,0,0,1,1.941095890410959,-2.1441096026838764,-0.5722100332180806,-0.4229570891387559,4.516345807263462e-17,7,100.0
0,40.63561927657306,-73.94304511962694,100.0,0.4054651081081644,3,1.5,3.0,3.0,364,30,365,0,1,1,0,1,1,1,1,0,0,0,0,538,438.0,438.0,0,0,0,0,1,1,1,0,0,0,1,1.5114503816793894,2.158678728344627,-0.6232666203677018,-0.7206181504085419,-5.151761651249784,4,0.0
3,40.77146,-73.95834,58.0,-0.6931471805599453,2,1.0,1.0,2.0,359,30,365,0,1,1,0,3,1,0,0,1,0,0,0,3582,1273.0,556.0,0,1,0,0,1,1,1,1,0,0,1,2.829512893982808,1.722314862333826,-0.2247681612335305,-0.7324720654149984,1.861010432880839,6,297.0
1,40.77538,-73.94521,79.0,5.865050622252324,1,0.0,4.0,1.0,363,30,180,0,1,1,0,1,1,1,0,1,0,0,0,1853,1386.2627873819283,382.8981464979505,1,0,1,0,0,1,1,0,0,0,1,2.829512893982808,2.158678728344627,1.0494181924832249,-0.4229570891387559,4.516345807263462e-17,4,200.0
1,40.8289,-73.94887,33.0,-0.6931471805599453,4,1.0,2.0,2.0,245,30,100,0,1,1,0,3,1,1,0,1,0,0,0,3080,2675.0,1945.0,0,0,0,0,1,0,1,1,0,0,1,1.941095890410959,-1.489287935300312,-0.6266427657030368,-0.6942101867718669,1.733889332391816,4,0.0
0,40.74533081054688,-73.9798583984375,71.0,-0.6931471805599453,2,1.0,0.0,1.0,335,30,1124,0,1,1,0,3,1,1,0,1,0,0,0,3188,2338.0,129.0,0,1,1,0,1,1,1,0,0,0,1,3.1920903954802258,-0.3722316945180174,0.3040126928494602,-0.4180408641902315,0.1298544768710915,6,198.0
5,40.72849,-73.99836,83.0,-0.6931471805599453,3,1.0,1.0,2.0,364,30,1124,1,1,1,0,3,1,1,0,1,0,0,0,1522,1106.0,412.0,0,1,0,0,1,1,1,0,0,0,1,4.087719298245614,2.158678728344627,-0.6253999844799288,-0.6316609759123414,-1.8062763774804584,5,200.0
1,40.77073,-73.9327,100.0,0.9162907318741552,2,1.0,1.0,1.0,129,30,365,0,1,1,1,1,1,1,0,0,1,0,0,3796,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,0,0,0,1,1.6785714285714286,-2.1441096026838764,-0.6258358120328653,-0.4229570891387559,4.516345807263462e-17,5,0.0
3,40.78807,-73.95074,82.0,-0.6931471805599453,1,1.0,1.0,1.0,56,30,31,1,1,1,0,3,1,1,0,1,0,0,0,4251,3671.0,317.0,0,0,0,0,1,1,1,1,0,0,1,2.0616438356164384,-0.5152279843542612,-0.6266427657030368,0.0908844188477448,-0.0270092056956718,5,200.0
1,40.66479,-73.98209,100.0,0.4054651081081644,2,1.0,1.0,1.0,365,30,1124,1,1,1,0,1,1,0,1,0,0,0,0,779,770.0,406.0,0,0,0,1,1,1,0,1,0,0,1,3.0,2.2459515015467875,-0.6292119573682003,0.2252098569139761,1.140311199786774,5,100.0
3,40.73702467827403,-73.92525977818347,85.0,-0.6931471805599453,4,2.0,4.0,6.0,182,30,365,1,1,1,0,3,1,0,0,0,1,0,0,1881,1386.2627873819283,382.8981464979505,1,0,1,0,0,0,1,0,0,0,1,1.7757009345794392,-2.1099181017035344,-0.6067354526630278,-0.4229570891387559,4.516345807263462e-17,3,300.0
5,40.66268193409829,-73.77062884620987,100.0,1.5040773967762742,6,1.0,3.0,5.0,90,30,365,0,1,1,1,1,1,1,0,0,1,0,0,3268,455.0,455.0,0,1,1,0,1,1,0,1,0,0,1,2.3260869565217392,2.2459515015467875,-0.6182550005467898,-0.7433626377270731,-26.19007790364165,6,0.0
5,40.79364,-73.97303,96.0,-0.6931471805599453,2,1.0,1.0,1.0,208,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,802.0,802.0,0,1,1,0,1,1,0,0,1,0,1,3.109090909090909,-2.1441096026838764,8.474601743593935,-0.7545429611408883,-2.8463081910645616,6,300.0
0,40.65913,-73.93535,54.0,0.9162907318741552,1,1.0,1.0,1.0,109,30,65,1,1,1,0,1,1,1,1,0,0,0,0,2051,1724.0,115.0,0,1,1,0,0,1,1,1,0,0,0,1.5114503816793894,-1.6789362979466478,-0.626250072440568,-0.103942717294656,0.0209552151479159,5,300.0
4,40.75409,-73.99675,50.0,-0.6931471805599453,2,1.0,2.0,2.0,208,30,365,1,1,1,0,3,1,1,0,1,0,0,0,2679,1844.0,238.0,0,1,1,0,1,0,1,0,0,0,1,3.1260744985673354,-2.0928223512133632,-0.6012043760702318,-0.5899304248231146,-0.3119949696923101,5,200.0
4,40.77461248789536,-73.95352857548545,100.0,1.5040773967762742,3,1.0,1.0,1.0,14,30,365,0,1,1,1,3,1,1,0,1,0,0,0,994,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-1.5494477170979657,-0.377034476012247,-0.4229570891387559,4.516345807263462e-17,6,300.0
4,40.70346,-74.00838,51.0,-0.6931471805599453,2,1.0,0.0,1.0,186,30,365,1,1,1,0,3,1,1,0,1,0,0,0,1214,1386.2627873819283,382.8981464979505,1,0,0,1,0,1,1,0,0,0,1,4.289962825278811,-1.6582525059538673,-0.3855984439315595,-0.4229570891387559,4.516345807263462e-17,4,196.0
0,40.68549,-73.76184,100.0,1.5040773967762742,2,1.0,1.0,1.0,213,30,1124,0,0,1,1,1,1,1,0,0,1,0,0,3752,1493.0,359.0,0,0,0,0,1,1,1,1,0,0,0,1.679245283018868,-1.5053365486326713,-0.6190835213621951,-0.1343922304871794,-0.0851908439494125,4,100.0
4,40.73955,-73.98296,100.0,-0.6931471805599453,2,1.0,1.0,1.0,347,30,270,0,1,1,1,3,1,1,0,1,0,0,0,3694,1077.0,563.0,0,1,0,0,1,1,1,0,1,0,1,3.1920903954802258,1.1986782231208652,0.6976461085380034,-0.7435075132779434,-1.962056370727184,6,300.0
4,40.67582,-73.77963,100.0,-0.6931471805599453,6,2.0,3.0,3.0,364,30,30,1,1,1,0,3,1,1,0,0,1,0,0,2270,1427.0,434.0,0,1,1,0,1,1,1,1,0,0,1,1.679245283018868,2.158678728344627,-0.6258142448876315,-0.0941029519723959,-0.9165596451864464,7,200.0
0,40.84299,-73.93685,88.0,5.515442845536684,2,1.0,1.0,1.0,60,30,1124,0,1,1,0,1,1,1,0,1,0,0,0,3768,261.0,261.0,0,0,0,0,0,0,1,0,0,0,1,1.4545454545454546,-0.2318776490940393,0.3042870281797185,-0.695462422727458,1.861010432880839,2,297.0
0,40.672791,-73.881798,100.0,-0.6931471805599453,2,0.0,0.0,1.0,113,30,90,1,0,1,1,3,1,1,1,0,0,0,0,922,913.0,99.0,0,1,0,1,1,1,1,0,0,0,1,2.12707182320442,-2.1441096026838764,-0.6266427657030368,-0.0760433353016362,0.5368245189256102,6,300.0
2,40.68498843603289,-73.731398648974,78.57919812357986,-0.6931471805599453,2,1.0,1.0,1.0,365,30,40,0,1,0,0,3,1,1,0,0,1,0,0,2182,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.129032258064516,2.2459515015467875,-0.6262285052953341,-0.4229570891387559,4.516345807263462e-17,4,0.0
0,40.728590236210174,-73.87513722521531,69.0,5.363636832668679,1,1.0,1.0,1.0,35,30,1124,0,1,1,0,1,1,1,0,0,1,0,0,2315,1386.2627873819283,382.8981464979505,1,0,0,0,0,0,1,0,0,0,1,1.2268041237113405,-0.7996254567722947,0.1573157558990201,-0.4229570891387559,4.516345807263462e-17,2,190.0
1,40.57735041067477,-73.98281964134432,65.0,2.1400661634962708,2,2.0,1.0,1.0,349,30,125,1,0,1,0,1,1,1,1,0,0,0,0,688,615.0,133.0,0,0,0,1,1,1,1,1,0,0,1,1.6923076923076923,1.0308108373261018,-0.598805082204951,-0.3264693046846394,1.6727261550853825,6,300.0
3,40.7749268,-73.9481632,82.0,-0.6931471805599453,3,1.0,0.0,1.0,324,30,365,0,1,1,0,3,1,1,0,1,0,0,0,2540,694.0,448.0,0,0,1,0,1,1,1,1,0,0,1,2.829512893982808,-0.7465942322514569,0.8032445688659415,-0.7323271898641283,0.4318792266265356,6,300.0
0,40.67337,-73.9158,78.57919812357986,1.252762968495368,2,1.5,1.0,1.0,365,30,365,0,1,1,0,1,1,1,1,0,0,0,0,2767,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,1,0,0,1,2.056862745098039,2.2459515015467875,-0.6220454062898276,-0.4229570891387559,4.516345807263462e-17,7,0.0
3,40.853073036747226,-73.93351385834735,83.0,0.4054651081081644,4,1.0,2.0,2.0,259,30,365,1,1,1,0,3,1,0,0,1,0,0,0,3567,482.0,207.0,0,1,1,0,1,1,1,1,0,0,1,1.4545454545454546,-2.1441096026838764,-0.6105474255512993,-0.5973015385273844,1.602781664249325,7,300.0
1,40.86987343505582,-73.86233617701673,100.0,-0.6931471805599453,4,1.0,1.0,2.0,308,30,365,1,1,1,0,3,1,1,0,0,0,1,0,3027,553.0,238.0,0,0,1,0,1,0,1,0,0,0,1,1.0,-1.5053365486326713,-0.6266427657030368,-0.539568183299237,0.9391983233777652,4,0.0
2,40.66156,-73.95902,50.0,-0.6931471805599453,3,1.0,0.0,2.0,274,30,365,0,1,1,0,3,1,1,1,0,0,0,0,2998,2333.0,91.0,0,0,0,0,1,1,1,1,0,0,1,1.7278481012658229,-2.1441096026838764,-0.6262285052953341,0.3360682467215493,1.5773654263801171,5,200.0
5,40.65941721823564,-73.99427665485419,96.0,-0.6931471805599453,6,1.0,3.0,3.0,310,3,365,1,1,0,0,3,1,1,1,0,0,0,0,416,401.0,90.0,0,0,1,0,1,1,1,0,0,0,1,1.7232142857142858,-0.8844574210316175,-0.6139235708866343,1.839250621598549,1.7479828320745707,5,300.0
5,40.75714301662841,-73.99388208230297,70.0,-0.6931471805599453,2,1.0,1.0,1.0,363,30,365,0,1,1,0,3,1,1,0,1,0,0,0,1003,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,1,3.1260744985673354,2.158678728344627,5.643206934489211,-0.4229570891387559,4.516345807263462e-17,5,300.0
4,40.7410961,-73.97825230000001,96.0,-0.6931471805599453,2,1.0,1.0,1.0,309,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,1,0,1,3.1920903954802258,-1.4633697021839804,8.474601743593935,-0.4229570891387559,4.516345807263462e-17,7,300.0
1,40.6640802,-73.9506823,97.0,3.481240089335692,2,1.0,1.0,1.0,339,30,365,0,1,1,0,1,1,1,1,0,0,0,0,563,1386.2627873819283,382.8981464979505,1,0,0,0,1,0,1,0,0,0,0,2.056862745098039,-0.0231406017093768,-0.5219501148033389,-0.4229570891387559,4.516345807263462e-17,2,300.0
3,40.6831776214024,-73.92137913814544,100.0,0.4054651081081644,2,1.0,2.0,0.0,186,2,365,1,1,1,0,1,1,1,1,0,0,0,0,3898,217.0,91.0,0,1,1,0,1,1,1,1,0,0,1,1.83495145631068,-1.4149236086225834,-0.628383436552795,1.494427318436696,1.6048095818037238,7,300.0
3,40.68547639256475,-73.95888104238524,100.0,-0.6931471805599453,4,2.0,2.0,2.0,317,30,365,0,1,1,0,3,1,1,1,0,0,0,0,4793,1386.2627873819283,382.8981464979505,1,1,1,0,0,1,1,0,0,0,1,1.83495145631068,-0.3032557187048657,-0.6266427657030368,-0.4229570891387559,4.516345807263462e-17,5,200.0
3,40.77922,-73.95396,78.57919812357986,-0.6931471805599453,3,1.0,1.0,2.0,364,30,40,0,1,1,0,3,1,1,0,1,0,0,0,4218,3249.0,3249.0,0,1,1,0,0,0,1,0,0,0,1,2.829512893982808,2.158678728344627,-0.6266427657030368,-0.7629282037012497,1.861010432880839,4,0.0
4,40.7561,-73.99353,97.0,-0.6931471805599453,8,1.0,3.0,3.0,359,30,365,0,1,1,0,3,1,1,0,1,0,0,0,483,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,3.1260744985673354,1.722314862333826,-0.6198689078871329,-0.4229570891387559,4.516345807263462e-17,6,0.0
1,40.746299168677375,-73.98714958439018,100.0,4.119037174812473,3,2.0,1.0,0.0,144,1,365,0,1,1,1,1,1,1,0,1,0,0,0,1292,118.0,82.0,0,1,1,0,0,0,0,0,0,0,0,4.008998875140607,-0.093717973387645,-0.424157674801881,-0.0528558805557044,1.861010432880839,2,300.0
1,40.72038,-73.98504,23.0,1.8718021769015916,1,1.0,1.0,1.0,292,30,1124,0,1,1,0,1,1,1,0,1,0,0,0,3854,1841.0,116.0,0,1,1,0,1,1,1,0,0,0,1,3.330275229357798,-1.853481844350968,-0.6073601057990932,-0.299200428517533,-0.8052921422354951,6,184.0
5,40.7604361,-73.96852299999999,96.0,-0.6931471805599453,2,1.0,1.0,1.0,314,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,1,0,1,4.008998875140607,-1.253535469940526,8.474601743593935,-0.4229570891387559,4.516345807263462e-17,7,300.0
