price,latitude,longitude,host_acceptance_rate,calculated_host_listings_count_private_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,room_type,phone,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short,amenities_count,host_responsiveness
0,40.6914176940918,-73.91646575927734,80.0,0.9162907318741552,1,1.0,1.0,1.0,365,30,1124,1,1,1,0,1,1,1,1,0,0,0,0,2948,938.0,169.0,0,1,1,0,1,1,1,1,0,0,1,1.4621848739495795,2.25275068626466,-0.6232072303055349,-0.17999743138982,0.1474514242382902,7,300.0
2,40.76091128236087,-73.9871185893815,88.0,1.252762968495368,2,1.0,1.0,1.0,232,1,1124,0,1,1,1,2,1,1,0,1,0,0,0,643,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,1,0,0,3.134851138353765,-1.4431746966175512,3.697626544559727,-0.4147485260733696,3.2833993185588554e-16,4,294.0
0,40.6889226,-73.95072329999999,77.0,2.970414465569701,2,2.0,1.0,1.0,182,30,365,0,1,1,0,1,1,1,1,0,0,0,0,439,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,1.8409785932721712,-2.107913943912166,-0.567267780618241,-0.4147485260733696,3.2833993185588554e-16,4,176.0
1,40.72271,-73.73588,90.0,-0.6931471805599453,2,1.0,1.0,1.0,360,30,1124,1,1,1,0,3,1,1,0,0,1,0,0,2805,1895.0,210.0,0,1,1,0,1,1,0,1,0,0,1,1.763157894736842,1.9315143970248088,-0.6057357085413665,-0.6151950878634775,1.334077241529956,6,200.0
3,40.70511,-73.91918,50.0,-0.6931471805599453,4,1.0,1.0,2.0,156,30,35,0,1,1,0,3,1,1,1,0,0,0,0,3372,975.0,253.0,0,0,0,0,1,0,1,0,0,0,1,1.4621848739495795,-2.1421350841838223,-0.6257030118128561,-0.6344254811665551,1.7449598156141275,3,0.0
1,40.69388,-73.90894,58.0,0.4054651081081644,2,1.0,1.0,1.0,83,30,365,0,1,1,0,1,1,1,1,0,0,0,0,2811,1385.667299530936,382.2577618941255,1,1,0,0,1,1,1,1,0,0,1,1.4621848739495795,1.7114198254541284,-0.628690459723051,-0.4147485260733696,3.2833993185588554e-16,6,0.0
4,40.68736,-73.99224,78.69644493311343,-0.6931471805599453,2,1.0,1.0,1.0,139,30,1124,0,1,1,0,3,1,1,1,0,0,0,0,3159,2189.0,354.0,0,1,1,0,1,1,1,1,0,0,1,4.117647058823529,-0.7885065047755652,-0.6193264609127003,-0.3445155100352779,1.276291449828996,7,100.0
2,40.78179,-73.94776,83.0,0.9162907318741552,3,1.0,2.0,2.0,365,30,365,0,1,1,0,3,1,1,0,1,0,0,0,3662,832.0,248.0,0,1,1,0,1,1,1,1,0,0,1,2.825,2.25275068626466,-0.1627258348494645,-0.670096046879247,0.4450805119607269,7,300.0
5,40.80746033742761,-73.94495133909683,100.0,-0.6931471805599453,9,2.0,4.0,6.0,216,2,29,0,1,1,1,3,1,0,0,1,0,0,0,270,255.0,95.0,0,1,1,0,1,0,1,1,0,0,1,1.9365351629502567,-1.6828976021872175,-0.6257030118128561,1.4721892978221112,0.8358522454581749,6,200.0
3,40.77620074651976,-73.9542706310749,82.0,-0.6931471805599453,3,1.0,0.0,1.0,339,30,365,0,1,1,0,3,1,1,0,1,0,0,0,2540,387.0,387.0,0,1,1,0,1,1,1,1,0,0,1,2.825,0.0684994751200618,0.8085681468428072,-0.7030243023952518,-0.81981665582154,7,300.0
3,40.71891,-73.99607,44.0,-0.6931471805599453,2,1.0,1.0,1.0,183,30,365,0,1,1,0,3,1,1,0,1,0,0,0,3266,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,3.088235294117647,-2.07369280364051,0.3511848349383527,-0.4147485260733696,3.2833993185588554e-16,4,56.0
5,40.67453729819339,-73.95594871224853,78.69644493311343,-0.6931471805599453,6,3.0,3.0,3.0,203,30,365,0,1,1,0,3,1,1,1,0,0,0,0,3506,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,0,2.112745098039216,-1.7485919710597768,-0.6252841865273451,-0.4147485260733696,3.2833993185588554e-16,3,0.0
1,40.77588056360088,-73.91300115523165,100.0,0.4054651081081644,2,1.0,1.0,1.0,233,30,35,0,1,1,0,1,1,1,0,0,1,0,0,2534,660.0,442.0,0,0,0,0,0,0,1,1,0,0,0,1.7258064516129032,-0.2542695113635346,-0.6269019037926957,-0.4808150438405614,0.9278501281400408,2,300.0
4,40.68190604277982,-73.97485054143283,78.69644493311343,-0.6931471805599453,3,1.0,1.0,2.0,88,30,180,0,1,1,0,3,1,1,1,0,0,0,0,3529,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,3.0869565217391304,2.078010589373092,-0.6257030118128561,-0.4147485260733696,3.2833993185588554e-16,6,100.0
5,40.71837,-73.99073,96.0,0.4054651081081644,2,1.0,0.0,1.0,272,1,28,0,1,1,1,3,1,1,0,1,0,0,0,3031,709.0,88.0,0,1,1,0,1,1,1,0,0,0,0,3.368715083798883,1.3488685285441209,-0.3568700116991627,5.756741627986461,0.2271333511593359,5,300.0
0,40.74351,-73.88822,69.0,5.363636832668679,1,1.0,1.0,1.0,31,30,1124,0,1,1,0,1,1,1,0,0,1,0,0,2315,715.0,715.0,0,0,0,0,0,0,1,0,0,0,1,1.2894736842105263,-0.7035888733796896,0.1614893943831846,-0.7381842143146051,1.8715625150040345,2,190.0
5,40.75217,-73.99893,96.0,-0.6931471805599453,2,1.0,1.0,1.0,180,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.5985130111524164,-2.1421350841838223,8.515613948689795,-0.4147485260733696,3.2833993185588554e-16,7,300.0
1,40.65387,-73.92602,86.0,0.4054651081081644,1,1.0,1.0,1.0,37,30,30,0,1,1,0,1,1,1,1,0,0,0,0,1402,1147.0,97.0,0,0,1,0,1,0,1,0,0,0,1,1.515,-1.1532910650258326,-0.62530135673309,-0.2010185503930233,1.324121757334342,4,300.0
4,40.71629595366778,-73.96040748051509,33.0,0.4054651081081644,2,2.0,2.0,2.0,249,30,365,1,1,1,0,1,1,1,1,0,0,0,0,4407,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,1,1,0,1,2.7847358121330723,0.4179796689031976,-0.6223139088228951,-0.4147485260733696,3.2833993185588554e-16,8,200.0
2,40.77131,-73.9571,72.0,-0.6931471805599453,2,1.0,1.0,1.0,339,30,360,0,1,1,0,3,1,1,0,1,0,0,0,3902,3583.0,604.0,0,1,0,0,1,1,1,1,0,0,1,2.825,-0.018870573325722,-0.4344064848081787,-0.677791790520208,-0.204672710175297,6,174.0
4,40.76124922399578,-73.96079645567747,99.0,-0.6931471805599453,2,1.0,1.0,1.0,0,30,90,0,1,1,1,3,1,0,0,1,0,0,0,437,197.0,197.0,0,1,1,0,1,1,1,1,0,0,1,2.825,-2.1421350841838223,-0.5571638928438098,-0.6618896494449471,0.8320222972965026,7,300.0
3,40.703390780350695,-73.78421613143061,100.0,0.9162907318741552,4,1.0,2.0,3.0,223,2,29,0,1,1,0,1,1,1,0,0,1,0,0,697,721.0,83.0,0,0,0,1,1,1,1,1,1,0,1,1.6390977443609025,-0.2122539375968639,-0.624463706162068,0.6494427629715648,-0.7674689329050277,7,300.0
1,40.795705696363264,-73.97113717711842,37.0,2.917770732084279,2,3.0,1.0,1.0,181,30,500,0,1,1,0,3,1,1,0,1,0,0,0,1329,1385.667299530936,382.2577618941255,1,1,1,0,0,1,1,0,0,0,1,3.020408163265306,-2.1421350841838223,-0.4382883054139333,-0.4147485260733696,3.2833993185588554e-16,5,70.0
1,40.62817,-74.07965,83.0,1.8718021769015916,1,1.0,1.0,1.0,179,30,160,1,1,1,0,1,1,0,0,0,0,0,1,1593,1486.0,492.0,0,1,1,0,0,1,1,0,0,0,1,1.75,2.165380637818876,-0.6104884689167128,-0.518662510874572,0.6926978905333925,5,300.0
4,40.64306,-73.95114,50.0,-0.6931471805599453,2,1.0,2.0,2.0,364,30,30,1,0,1,0,3,1,1,1,0,0,0,0,1105,720.0,381.0,0,1,0,0,1,1,1,0,0,0,1,1.515,2.165380637818876,-0.6244465359563232,-0.315957347489528,0.8921195358639327,5,0.0
3,40.66241,-73.98388,78.69644493311343,-0.6931471805599453,4,1.5,2.0,3.0,173,30,90,0,1,1,0,3,1,1,1,0,0,0,0,4126,847.0,749.0,0,0,0,1,1,0,1,1,0,0,1,2.923076923076923,1.6411603471441727,-0.6257030118128561,-0.7244658189459166,1.8715625150040345,5,200.0
3,40.729621088941,-73.98872421620418,100.0,1.8718021769015916,4,1.5,2.0,1.0,259,30,365,0,1,1,0,3,1,1,0,1,0,0,0,2383,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,3.291512915129151,-2.1421350841838223,-0.4626313001063501,-0.4147485260733696,3.2833993185588554e-16,6,300.0
0,40.69232,-73.90985,70.0,1.252762968495368,1,1.0,1.0,1.0,137,30,1124,1,1,1,0,1,1,1,1,0,0,0,0,4634,2225.0,129.0,0,1,1,0,1,0,1,0,0,0,1,1.4621848739495795,-1.6312703971588889,-0.6192860472417516,-0.5530816614590707,0.2200695770394983,5,300.0
1,40.83673,-73.8599,78.69644493311343,0.4054651081081644,2,1.0,1.0,1.0,365,30,365,1,1,1,1,1,1,1,0,0,0,1,0,838,772.0,447.0,0,1,1,0,1,1,1,1,0,0,1,1.125,2.25275068626466,-0.628690459723051,0.0574005844462915,1.4291661028338405,7,0.0
3,40.718881063824455,-73.99957756118374,71.0,0.4054651081081644,4,1.0,2.0,2.0,71,30,365,0,1,1,0,3,1,1,0,1,0,0,0,1158,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,4.25,-2.1421350841838223,-0.0748185055079408,-0.4147485260733696,3.2833993185588554e-16,4,74.0
5,40.743839,-73.973503,96.0,-0.6931471805599453,6,2.0,3.0,3.0,241,30,1124,0,1,1,0,3,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.478021978021978,-2.1421350841838223,8.515613948689795,-0.4147485260733696,3.2833993185588554e-16,7,300.0
4,40.71952564521077,-73.99990756766786,100.0,1.8718021769015916,4,1.0,0.0,2.0,193,1,365,0,1,1,1,1,1,1,0,1,0,0,0,869,328.0,97.0,0,1,1,0,0,0,1,0,0,0,0,4.25,1.284586285962536,-0.6104884689167128,-0.0697148691246951,-3.045146736640162,3,294.0
2,40.76103,-73.98838,13.0,0.9162907318741552,1,1.0,1.0,1.0,344,30,365,0,1,1,0,1,1,1,0,1,0,0,0,4641,1385.667299530936,382.2577618941255,1,0,0,0,0,0,1,0,0,0,0,3.134851138353765,0.4179796689031976,-0.6189248058329341,-0.4147485260733696,3.2833993185588554e-16,1,80.0
5,40.67992,-73.93789,97.0,-0.6931471805599453,2,1.0,1.0,1.0,125,5,1124,1,1,1,0,3,1,1,1,0,0,0,0,3899,2274.0,91.0,0,1,1,0,1,1,1,1,0,0,1,1.8409785932721712,-0.5197185576133287,-0.6047848031820332,3.1642251399992127,0.9144055678873872,7,300.0
4,40.73361142227662,-73.97640991090618,0.0,-0.6931471805599453,3,1.0,2.0,2.0,362,30,45,0,1,1,0,3,1,1,0,1,0,0,0,3640,487.0,487.0,0,1,0,0,1,1,1,0,0,0,1,2.3846153846153846,2.0359950156064213,-0.6257030118128561,-0.7326995939212313,0.9780254274123448,5,0.0
1,40.80994897652494,-73.95424412475279,79.0,5.865050622252324,1,0.0,4.0,1.0,67,30,180,0,1,1,0,1,1,1,0,1,0,0,0,1853,1385.667299530936,382.2577618941255,1,0,1,0,0,1,1,0,0,0,1,1.9365351629502567,-2.1421350841838223,1.060133305106011,-0.4147485260733696,3.2833993185588554e-16,4,200.0
0,40.6966017,-73.9747498,72.0,2.740840023925201,2,1.0,1.0,1.0,347,30,365,0,1,1,0,1,1,1,1,0,0,0,0,698,561.0,466.0,0,1,1,0,0,0,1,0,0,0,1,1.95,0.6800898142405494,-0.5608568893065955,-0.688808942003732,-14.46459747195365,4,188.0
4,40.76047575794794,-73.99584706027542,78.69644493311343,-0.6931471805599453,2,1.0,1.0,1.0,269,30,365,0,1,1,0,3,1,1,0,1,0,0,0,3222,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,3.134851138353765,2.165380637818876,-0.6252841865273451,-0.4147485260733696,3.2833993185588554e-16,6,0.0
4,40.72428,-73.99579,0.0,0.4054651081081644,1,1.0,1.0,1.0,365,30,1124,0,1,1,0,1,1,1,0,1,0,0,0,4723,4233.0,757.0,0,0,0,0,1,1,1,1,0,0,1,3.927536231884058,2.25275068626466,-0.6218950835373842,0.4146537923935086,0.5301844841908022,5,100.0
5,40.71808,-73.99675,99.0,-0.6931471805599453,4,1.0,2.0,2.0,291,4,365,1,1,1,1,3,1,0,0,1,0,0,0,359,341.0,84.0,0,0,1,0,1,1,1,0,0,0,1,3.130841121495327,-1.3749073397423124,-0.6257030118128561,2.06478461015666,1.6149469016250548,5,300.0
1,40.73438,-73.98564,60.0,-0.6931471805599453,2,1.0,0.0,1.0,263,30,365,0,1,1,0,3,1,1,0,1,0,0,0,1410,360.0,135.0,0,0,1,0,0,1,1,0,0,0,1,2.753623188405797,-2.1421350841838223,-0.473597612397627,-0.645919064517149,0.9780254274123448,4,188.0
4,40.68584,-73.91911,78.69644493311343,-0.6931471805599453,5,1.0,2.0,4.0,364,30,365,1,1,1,0,3,1,1,1,0,0,0,0,4724,951.0,426.0,0,1,1,0,0,0,1,0,0,0,1,1.8409785932721712,2.25275068626466,-0.6257030118128561,-0.1026747145482308,0.3395734157447577,4,0.0
4,40.6932,-73.90869,93.0,-0.6931471805599453,4,1.5,2.0,3.0,31,5,365,0,1,1,0,3,1,1,1,0,0,0,0,3606,390.0,95.0,0,1,1,0,1,1,1,0,0,0,1,1.4621848739495795,-1.3920179098781404,-0.6184888103416784,0.9614927273625148,0.2503819922505594,6,200.0
1,40.6799573424784,-73.90928550542144,79.0,2.0149030205422647,2,1.0,3.0,1.0,258,30,365,1,1,1,0,1,1,1,1,0,0,0,0,724,328.0,328.0,0,1,0,0,1,0,1,1,0,0,1,1.8409785932721712,-2.1421350841838223,-0.6075181912122627,-0.6975396820018779,1.8715625150040345,5,300.0
1,40.86568,-73.83403,78.69644493311343,-0.6931471805599453,4,1.0,1.0,2.0,89,30,30,0,1,1,0,3,1,1,0,0,0,1,0,2802,1385.667299530936,382.2577618941255,1,0,0,0,0,0,0,0,0,0,1,1.4285714285714286,2.165380637818876,-0.6252841865273451,-0.4147485260733696,3.2833993185588554e-16,1,0.0
1,40.68944,-73.94402,100.0,-0.6931471805599453,2,1.0,1.0,1.0,260,30,120,1,1,1,0,3,1,1,1,0,0,0,0,1770,1567.0,369.0,0,0,0,1,1,1,1,1,0,0,1,1.8409785932721712,-2.1421350841838223,-0.6257030118128561,0.7597742876044256,0.9350596304035969,6,0.0
1,40.78972782245803,-73.94179165363312,85.0,1.5040773967762742,2,1.0,1.0,1.0,365,30,365,0,1,1,1,1,1,0,0,1,0,0,0,1286,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,2.0129310344827585,2.25275068626466,-0.6098259638488344,-0.4147485260733696,3.2833993185588554e-16,4,180.0
1,40.74561,-73.9822,97.0,3.2386784521643803,3,1.0,1.0,2.0,247,30,60,0,1,1,1,1,1,1,0,1,0,0,0,2485,739.0,453.0,0,1,1,0,0,0,1,0,0,0,0,3.9859154929577465,-2.1421350841838223,-0.5473519879639857,-0.7217235087492295,1.8715625150040345,3,300.0
5,40.80048,-73.952858,100.0,-0.6931471805599453,6,2.0,3.0,4.0,336,30,365,1,0,1,0,3,1,1,0,1,0,0,0,3443,564.0,418.0,0,1,0,1,0,1,1,1,0,0,1,1.9365351629502567,-0.2809807186630737,-0.6193264609127003,-0.6920482172232503,1.8715625150040345,6,300.0
5,40.71131,-73.94721,78.69644493311343,-0.6931471805599453,8,3.0,4.0,4.0,365,30,365,1,1,1,0,3,1,1,1,0,0,0,0,3183,1092.0,357.0,0,1,1,0,1,1,1,1,0,0,1,2.7847358121330723,2.25275068626466,-0.6180699850561673,0.4074155887348895,1.3169787703432645,7,0.0
5,40.777553,-73.9834589,96.0,-0.6931471805599453,4,1.5,2.0,2.0,259,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.020408163265306,-2.1421350841838223,8.515613948689795,-0.4147485260733696,3.2833993185588554e-16,7,300.0
1,40.75004637594591,-73.99863622615383,97.0,3.481240089335692,2,1.0,1.0,1.0,276,30,365,0,1,1,1,1,1,1,0,1,0,0,0,563,427.0,427.0,0,1,0,0,1,1,1,0,0,0,0,3.5985130111524164,-1.6069563827697353,-0.5205832352473699,-0.7057666125919388,1.8715625150040345,4,300.0
1,40.75743,-73.99251,74.0,1.5040773967762742,2,2.0,1.0,0.0,163,30,365,0,1,1,0,1,1,0,0,1,0,0,0,3478,577.0,556.0,0,1,1,0,1,0,1,0,0,0,1,3.134851138353765,0.8548299111321173,-0.6064411676970118,-0.7134965781591686,1.297245030391053,5,200.0
2,40.68936,-73.91636,83.0,0.4054651081081644,2,1.0,1.0,1.0,49,1,30,0,1,1,0,1,1,1,1,0,0,0,0,3492,1043.0,154.0,0,0,0,1,1,1,1,1,0,0,1,1.4621848739495795,-0.6944586545048965,-0.627852809152029,-0.322148507291488,-0.6756594621764259,6,300.0
1,40.85441,-73.93048,94.0,-0.6931471805599453,3,1.0,2.0,2.0,180,30,175,1,1,1,0,3,1,1,0,1,0,0,0,3455,165.0,107.0,0,1,1,0,1,1,1,1,0,0,1,1.4183006535947713,-2.1421350841838223,0.0159480153489573,-0.2846624703563932,-0.482026884468707,7,288.0
2,40.74851616586825,-74.00178875889446,50.0,-0.6931471805599453,2,1.0,0.0,1.0,334,30,1124,0,1,1,0,3,1,0,0,1,0,0,0,922,148.0,148.0,0,1,1,0,0,0,1,0,0,0,1,3.5985130111524164,1.6022535264823483,-0.6248653612418342,-0.6097857557078944,-8.203642049400857,4,200.0
4,40.64816,-74.08445,78.69644493311343,0.4054651081081644,2,2.0,2.0,4.0,90,30,40,1,1,1,0,1,1,1,0,0,0,0,1,3346,3331.0,426.0,0,0,0,1,1,1,1,1,0,0,1,1.761904761904762,2.25275068626466,-0.628690459723051,0.9043444198684026,0.8018565806296231,6,100.0
0,40.7541,-73.80255,89.0,1.252762968495368,2,2.0,1.0,1.0,248,30,365,1,1,1,0,1,1,1,0,0,1,0,0,2605,531.0,303.0,0,0,1,0,0,0,1,0,0,0,1,1.2580645161290325,-2.1421350841838223,-0.613860401700929,-0.5718493116655855,-0.1548199107522409,3,70.0
0,40.6365,-74.02449,67.0,1.252762968495368,2,1.0,1.0,1.0,308,30,1124,0,1,1,0,1,1,1,1,0,0,0,0,4114,1174.0,464.0,0,0,0,0,1,1,1,1,0,0,1,1.45,-1.502771258808968,-0.6144524595245078,-0.6805614782579099,0.3797140716088295,5,180.0
1,40.67682,-73.94913,75.0,-0.6931471805599453,2,1.0,0.0,1.0,278,30,1124,0,0,1,0,3,1,1,1,0,0,0,0,1937,1932.0,203.0,0,1,0,0,1,1,1,1,0,0,1,2.112745098039216,-2.090803373776338,-0.6252841865273451,-0.4350870347637394,1.248591992993454,6,0.0
2,40.78316,-73.94732,83.0,0.9162907318741552,4,1.0,2.0,1.0,365,30,365,0,1,1,0,3,1,1,0,1,0,0,0,3662,1385.667299530936,382.2577618941255,1,0,0,0,1,0,0,1,0,0,1,2.825,2.25275068626466,-0.1627258348494645,-0.4147485260733696,3.2833993185588554e-16,3,300.0
5,40.75788915956522,-73.98555581756457,100.0,-0.6931471805599453,2,1.0,1.0,1.0,235,1,365,0,1,1,1,3,1,1,0,1,0,0,0,264,216.0,86.0,0,1,0,0,0,0,1,0,1,0,0,4.108433734939759,0.7387998925694321,-0.6129499100125444,21.485460590533,-0.6619743433319482,3,297.0
2,40.81127,-73.94561,67.0,0.9162907318741552,5,1.0,1.0,2.0,32,30,90,1,1,1,0,3,1,1,0,1,0,0,0,5162,4918.0,169.0,0,1,0,0,1,0,1,1,0,0,1,1.9365351629502567,-1.544786832575639,-0.6104541285052232,0.2270185037270419,-1.1328311179668729,5,150.0
3,40.7749268,-73.9481632,82.0,-0.6931471805599453,3,1.0,0.0,1.0,312,30,365,0,1,1,0,3,1,1,0,1,0,0,0,2540,637.0,598.0,0,0,1,0,1,1,1,1,0,0,1,2.825,-1.2926933899756143,0.8085681468428072,-0.7162388883558555,-2.6696113024934065,6,300.0
5,40.71579,-74.00587,96.0,-0.6931471805599453,4,1.5,2.0,2.0,0,30,1124,0,1,1,1,3,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,0,0,1,0,1,4.5,-2.1421350841838223,8.515613948689795,-0.4147485260733696,3.2833993185588554e-16,6,300.0
3,40.68387,-73.91782,78.69644493311343,-0.6931471805599453,3,1.5,2.0,2.0,365,30,99,0,1,1,0,3,1,1,1,0,0,0,0,3278,3248.0,1789.0,0,1,1,0,0,0,1,0,0,0,1,1.8409785932721712,2.25275068626466,-0.6252841865273451,-0.4829235013093428,-0.6037076485287514,4,0.0
5,40.8056,-73.93753,80.0,-0.6931471805599453,15,0.5,3.0,3.0,364,30,365,0,1,1,0,3,1,0,0,1,0,0,0,1588,447.0,447.0,0,1,0,0,1,1,1,1,0,0,1,2.0129310344827585,2.165380637818876,-0.6244465359563232,-0.7299572837245443,1.8715625150040345,6,0.0
1,40.70467,-73.93659,100.0,1.7047480922384253,1,1.0,1.0,1.0,319,30,1124,1,1,1,0,1,1,1,1,0,0,0,0,2795,1577.0,107.0,0,0,0,0,0,0,1,0,0,0,1,2.7847358121330723,1.291680153361037,-0.6151340477632068,-0.2708277204383913,-1.2714952402635948,2,285.0
1,40.74523,-73.92318,38.0,0.4054651081081644,1,1.0,1.0,1.0,244,30,180,1,1,1,0,1,1,1,0,0,1,0,0,5334,5185.0,111.0,0,0,0,0,0,1,1,1,0,0,1,1.7613636363636365,-2.1421350841838223,-0.628690459723051,-0.2487934174713434,1.23909900935934,4,0.0
1,40.65534,-73.95993,78.69644493311343,-0.6931471805599453,2,1.0,1.0,3.0,329,30,1124,0,1,1,0,3,1,1,1,0,0,0,0,3813,3500.0,111.0,0,1,0,0,1,1,1,1,0,0,1,1.792,-0.5457291988163541,-0.6248653612418342,3.820738351879184,1.1893782962548067,6,0.0
3,40.59602624898401,-73.76894869362746,100.0,-0.6931471805599453,2,1.0,2.0,2.0,364,30,1124,0,1,1,0,3,1,1,0,0,1,0,0,3795,469.0,411.0,0,0,0,1,0,1,0,1,0,0,1,1.6666666666666667,2.165380637818876,-0.6257030118128561,-0.5553954504854637,1.237788208802078,4,200.0
