latitude,longitude,host_acceptance_rate,calculated_host_listings_count_private_rooms,accommodates,bathrooms,bedrooms,beds,availability_365,minimum_nights,maximum_nights,id,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,room_type,phone,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price,availability_short,hlc_short,nor_short,rs_short,amenities_count,host_responsiveness
40.67548215844648,-73.85660368813531,100.0,-0.6931471805599453,6,1.0,1.0,3.0,347,30,365,15096,0,1,1,0,3,1,0,0,0,1,0,0,885,1386.2627873819283,382.8981464979505,1,1,0,1,0,1,1,1,0,0,0,1.619047619047619,0.6751003922560306,-0.6262622937377058,-0.4253161859048402,1.5360234056212424e-15,5,300.0
40.5806,-74.00215,100.0,-0.6931471805599453,4,1.0,2.0,2.0,339,30,180,6040,1,1,1,0,3,1,1,1,0,0,0,0,2695,1454.0,159.0,0,1,0,0,0,1,1,1,0,0,1,1.6923076923076923,-0.0230452081032816,-0.6177147275281555,-0.6797429033156324,-0.0326259213421065,5,300.0
40.69244,-73.92516,86.0,1.252762968495368,2,1.5,1.0,2.0,179,30,1124,8223,0,1,1,0,1,1,1,1,0,0,0,0,4439,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,1,0,0,0,1,1.4187604690117253,2.158659793019569,-0.6229070532622014,-0.4253161859048402,1.5360234056212424e-15,3,300.0
40.72154,-73.99491,66.0,-0.6931471805599453,2,1.0,1.0,1.0,295,30,365,17600,1,1,1,0,3,1,1,0,1,0,0,0,1301,1386.2627873819283,382.8981464979505,1,0,0,1,1,1,1,0,0,0,1,3.950617283950617,-1.1944139645339316,-0.4168361064080147,-0.4253161859048402,1.5360234056212424e-15,5,200.0
40.71925,-74.00122,100.0,1.8718021769015916,2,1.0,0.0,1.0,188,1,365,19869,0,1,1,1,1,1,1,0,1,0,0,0,869,847.0,143.0,0,1,0,0,0,0,1,0,0,0,0,4.311111111111111,0.6364559672360814,-0.6115337691029936,1.5070244441275933,-1.2300245453959953,2,294.0
40.78442,-73.9792,88.0,1.252762968495368,8,2.0,2.0,4.0,355,1,1124,19269,0,1,1,1,2,1,1,0,1,0,0,0,643,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,1,0,0,3.109090909090909,1.7085487124965089,3.666881546931428,-0.4253161859048402,1.5360234056212424e-15,4,294.0
40.75668775534554,-73.970217098834,99.0,-0.6931471805599453,4,1.0,1.0,2.0,296,1,1124,10975,0,1,1,1,2,1,1,0,1,0,0,0,643,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,1,0,0,4.008998875140607,0.2953573353120691,2.6573822544138714,-0.4253161859048402,1.5360234056212424e-15,5,294.0
40.74866,-73.98121,83.0,-0.6931471805599453,4,1.0,2.0,4.0,236,30,365,5639,0,1,1,0,3,1,1,0,1,0,0,0,3793,925.0,106.0,0,1,1,0,0,0,1,0,0,0,1,3.5,-2.144140167936436,-0.5538264572834029,-0.3953270718593097,0.536116812877871,4,300.0
40.776554,-73.9519402,71.0,-0.6931471805599453,4,1.0,2.0,2.0,255,30,365,19529,0,1,1,0,3,1,1,0,1,0,0,0,3188,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,2.829512893982808,-2.144140167936436,0.3039747028080314,-0.4253161859048402,1.5360234056212424e-15,4,198.0
40.71971,-73.99284,82.0,0.4054651081081644,2,1.0,1.0,1.0,14,1,1124,10679,1,1,1,0,1,1,1,0,1,0,0,0,3967,1273.0,86.0,0,0,0,1,1,1,1,0,0,0,1,3.330275229357798,-1.710245350382119,-0.6254675076386798,3.5662187545136463,0.9360152192869976,5,300.0
40.6326,-73.91561,13.0,0.4054651081081644,1,1.0,2.0,0.0,121,30,365,14694,0,1,0,0,1,1,1,1,0,0,0,0,748,1386.2627873819283,382.8981464979505,1,0,1,0,0,0,1,0,0,0,1,3.6666666666666665,-2.144140167936436,-0.6287153009074238,-0.4253161859048402,1.5360234056212424e-15,3,0.0
40.7879956,-73.94858789999999,93.0,-0.6931471805599453,2,1.0,1.0,2.0,192,5,365,8793,0,1,1,0,3,1,1,0,1,0,0,0,3164,246.0,129.0,0,1,1,0,1,0,1,0,0,0,1,2.0616438356164384,-1.1326807433366266,-0.6258474873149049,-0.0668113079110494,-3.0148528746221936,5,180.0
40.69063951813793,-73.92936174754391,78.57919812357986,-0.6931471805599453,8,2.5,3.0,4.0,180,30,365,5721,0,1,0,0,3,1,0,1,0,0,0,0,655,1386.2627873819283,382.8981464979505,1,0,0,0,1,1,1,1,0,0,1,1.83495145631068,2.2459279930644835,-0.6139594641755072,-0.4253161859048402,1.5360234056212424e-15,5,0.0
40.78885,-73.97272,87.0,-0.6931471805599453,3,1.0,0.0,2.0,96,30,1124,16265,0,1,1,0,3,1,1,0,1,0,0,0,2857,1563.0,86.0,0,1,0,0,1,1,1,0,1,0,1,3.109090909090909,-2.144140167936436,-0.2277481564003224,-0.407043621270935,0.1050793846274383,6,300.0
40.82868311310335,-73.9434539526701,78.57919812357986,-0.6931471805599453,2,1.0,1.0,1.0,307,30,365,93,0,1,1,0,3,1,1,0,1,0,0,0,4203,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.941095890410959,-1.5473025088883288,-0.6266771001605067,-0.4253161859048402,1.5360234056212424e-15,4,0.0
40.76087101286882,-73.96097622727308,42.0,-0.6931471805599453,2,1.0,1.0,2.0,248,30,365,3278,1,1,1,0,3,1,1,0,1,0,0,0,1950,463.0,104.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-2.144140167936436,-0.3885678475920727,-0.415219129808051,0.2656210813921676,6,288.0
40.67562553104561,-73.95974025197152,64.0,2.4423470353692043,2,4.0,1.0,1.0,364,30,365,884,0,0,1,0,1,1,1,1,0,0,0,0,174,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,1,0,0,0,1,2.056862745098039,2.158659793019569,-0.5958967468867213,-0.4253161859048402,1.5360234056212424e-15,3,273.0
40.7015762,-73.812889,80.0,1.8718021769015916,1,1.5,1.0,1.0,44,30,365,11280,1,1,1,0,1,1,1,0,0,1,0,0,533,353.0,208.0,0,0,0,0,0,1,1,1,0,0,1,1.679245283018868,-0.9983546836055824,-0.6119485755257945,-0.6540859981028679,1.860976628765792,4,300.0
40.7643934,-73.9895985,99.0,0.9162907318741552,3,1.0,1.0,2.0,292,1,365,21235,0,1,1,0,1,1,1,0,1,0,0,0,444,384.0,97.0,0,1,1,0,1,1,1,0,0,0,1,3.1260744985673354,-1.2346243048927157,-0.6225060257645456,0.9057761982266684,0.8683550336124388,6,300.0
40.69411,-73.94215,90.0,1.7047480922384253,2,2.5,5.0,1.0,65,30,1124,6313,0,1,1,0,1,1,0,1,0,0,0,0,1090,1077.0,380.0,0,1,0,0,1,1,1,0,0,0,1,1.83495145631068,-2.144140167936436,-0.6157396702455304,-0.6935821671827175,-0.0377290740042696,5,300.0
40.71303,-73.9978,71.0,-0.6931471805599453,2,1.0,0.0,2.0,61,30,90,16460,0,1,1,0,3,1,1,0,1,0,0,0,3716,1786.0,356.0,0,0,0,1,1,0,1,1,0,0,1,3.056910569105692,-2.144140167936436,-0.6266771001605067,1.0042215156781995,0.4851551366363886,5,300.0
40.74567,-73.98284,97.0,3.2386784521643803,2,0.5,1.0,1.0,268,30,90,5630,0,1,1,1,1,1,1,0,1,0,0,0,2485,1267.0,347.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,-1.2627517924823928,-0.5486287107296314,-0.2991538547275406,0.4850268399509961,3,300.0
40.68651,-73.92284,100.0,0.9162907318741552,2,1.0,1.0,1.0,364,30,365,21189,0,1,1,0,1,1,0,1,0,0,0,0,3793,1189.0,447.0,0,1,0,0,0,0,1,0,1,0,1,1.83495145631068,2.2459279930644835,-0.622964890176729,-0.6802667313127245,-4.267089817809522,4,0.0
40.75273,-73.90353,96.0,1.5040773967762742,2,1.0,1.0,1.0,165,30,365,7256,0,1,1,0,1,1,0,0,0,1,0,0,907,336.0,105.0,0,0,0,0,1,1,1,0,0,0,1,1.167883211678832,-1.7950673677567797,-0.6191159585424655,-0.2974566344337022,1.341602056160672,4,200.0
40.71964,-73.99067,96.0,-0.6931471805599453,4,1.0,1.0,2.0,354,1,365,16220,0,1,1,1,3,1,1,0,1,0,0,0,1235,1164.0,147.0,0,1,1,0,0,0,1,0,0,0,1,3.330275229357798,1.896855192884828,-0.5207879480525013,-0.2491572787870067,0.2474979030227836,4,300.0
40.74502074508715,-73.93920350979285,100.0,-0.6931471805599453,2,1.0,1.0,1.0,364,30,365,18414,0,1,1,0,3,1,1,0,0,1,0,0,3106,554.0,420.0,0,0,0,0,0,0,0,0,0,0,0,2.305555555555556,2.158659793019569,-0.6262622937377058,-0.632426567139002,1.6758784387243375,0,0.0
40.75445,-73.99605,71.0,0.4054651081081644,6,1.0,3.0,3.0,335,30,365,19613,0,1,1,0,3,1,1,0,1,0,0,0,1158,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,1,0,0,1,3.1260744985673354,0.0808552419499915,-0.0776160380853226,-0.4253161859048402,1.5360234056212424e-15,7,74.0
40.68574,-73.73454,100.0,0.9162907318741552,2,1.0,1.0,2.0,180,30,365,218,0,1,1,0,1,1,1,0,0,1,0,0,3311,1185.0,546.0,0,1,0,0,0,0,1,1,0,0,1,2.129032258064516,2.2459279930644835,-0.6072068875816371,-0.732977244328513,0.5733367996162448,4,100.0
40.74013,-73.82753,78.57919812357986,0.4054651081081644,1,1.0,1.0,1.0,365,30,365,22370,0,1,1,0,1,1,1,0,0,1,0,0,1952,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.303482587064677,2.2459279930644835,-0.6292448234332705,-0.4253161859048402,1.5360234056212424e-15,4,0.0
40.68493,-73.73011,0.0,0.4054651081081644,1,1.0,1.0,1.0,365,30,365,22336,0,1,1,0,1,1,1,0,0,1,0,0,3877,754.0,722.0,0,0,1,0,0,0,1,0,0,0,1,2.129032258064516,2.2459279930644835,-0.6259263720508631,-0.6635450438136276,0.6773007558138927,3,0.0
40.74411253144814,-73.90989598008132,78.57919812357986,4.808111029984782,1,1.0,1.0,1.0,270,30,365,7055,0,1,1,1,1,1,1,0,0,1,0,0,646,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.167883211678832,2.2459279930644835,0.0890721947866631,-0.4253161859048402,1.5360234056212424e-15,4,0.0
40.69099,-73.75434,78.57919812357986,0.4054651081081644,1,1.0,1.0,1.0,365,30,365,11322,0,0,0,0,1,1,1,0,0,1,0,0,1215,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.87012987012987,2.2459279930644835,-0.6296596298560714,-0.4253161859048402,1.5360234056212424e-15,4,0.0
40.69071,-73.93739,100.0,-0.6931471805599453,6,2.0,3.0,5.0,338,30,364,2865,1,1,1,0,3,1,1,1,0,0,0,0,3997,3396.0,203.0,0,1,0,0,1,1,1,1,0,0,1,1.83495145631068,-0.1103134081481956,-0.6152965471050134,1.891355768932995,0.6998373484811258,6,300.0
40.80694,-73.94709,85.0,-0.6931471805599453,2,1.0,1.0,1.0,154,4,28,4750,0,1,1,0,3,1,1,0,1,0,0,0,4320,1260.0,115.0,0,1,1,0,1,0,1,0,0,0,1,1.941095890410959,0.203441417013183,-0.5694477382280089,-0.0967106026924414,-0.2018307402912161,5,294.0
40.676551534329,-73.94353998240703,100.0,-0.6931471805599453,6,1.0,2.0,5.0,320,1,365,4277,1,1,1,1,3,1,1,1,0,0,0,0,1074,402.0,119.0,0,1,1,0,1,1,1,1,0,0,1,2.056862745098039,-0.7050228387460378,-0.5637597120941804,0.6362809839429668,0.922933180028217,7,294.0
40.64809,-73.93112,100.0,1.5040773967762742,2,1.0,1.0,1.0,90,30,180,5612,0,1,1,0,1,1,1,1,0,0,0,0,1060,115.0,115.0,0,1,0,0,1,1,1,1,0,0,1,1.5114503816793894,2.2459279930644835,-0.6195307649652665,-0.504350519787548,-21.95393493452584,6,200.0
40.68413,-73.95233,100.0,-0.6931471805599453,2,1.0,0.0,1.0,107,1,1124,20989,0,1,1,1,3,1,1,1,0,0,0,0,2111,2058.0,102.0,0,1,1,0,0,0,1,1,0,0,1,1.83495145631068,0.6751003922560306,-0.5885241922055081,2.765491681577496,0.2372524661563388,5,300.0
40.74756,-73.94952,100.0,0.4054651081081644,2,1.0,1.0,1.0,68,30,100,20943,0,1,1,0,1,1,1,0,0,1,0,0,4086,2387.0,439.0,0,1,1,0,1,1,1,1,0,0,1,2.305555555555556,-0.7249815387560687,-0.6296596298560714,-0.0258085263262914,1.6486745641152287,7,200.0
40.82605,-73.95155,41.0,0.4054651081081644,1,1.0,1.0,1.0,145,30,91,12386,0,1,1,0,1,1,1,0,1,0,0,0,2624,2339.0,458.0,0,0,0,0,0,1,1,0,0,0,1,1.941095890410959,-0.1742964581814069,-0.6288300170104696,-0.735792273337822,0.1240270703297774,3,270.0
40.70262,-73.898,14.0,-0.6931471805599453,12,2.0,5.0,8.0,365,30,365,14334,1,1,1,0,3,1,1,0,0,1,0,0,5213,752.0,190.0,0,1,1,0,0,0,1,0,0,0,1,1.3314917127071824,2.2459279930644835,-0.574862227271861,-0.7129840944457179,0.507445919219804,4,300.0
40.76681113091194,-73.95607575103254,58.0,-0.6931471805599453,4,1.0,2.0,2.0,351,30,365,13225,0,1,1,0,3,1,0,0,1,0,0,0,3582,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,1,0,0,1,2.829512893982808,1.0241731924356867,-0.2248225058932759,-0.4253161859048402,1.5360234056212424e-15,6,297.0
40.74241313034152,-73.97298522692198,86.0,-0.6931471805599453,6,1.0,3.0,1.0,248,30,730,2745,0,1,1,0,3,1,1,0,1,0,0,0,4522,1386.2627873819283,382.8981464979505,1,1,1,0,1,1,1,0,0,0,1,3.1920903954802258,-2.075754046735788,-0.0377471659341091,-0.4253161859048402,1.5360234056212424e-15,6,276.0
40.74423079061943,-73.98991651950782,100.0,2.1400661634962708,2,1.0,1.0,1.0,242,1,365,8738,0,1,1,1,1,1,1,0,1,0,0,0,3531,823.0,823.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,-0.2049184216935248,-0.6060256117775263,-0.755160503289471,1.860976628765792,3,270.0
40.8219270764948,-73.95624364585721,79.0,5.865050622252324,1,0.0,4.0,1.0,0,30,180,6414,0,1,1,0,1,1,1,0,1,0,0,0,1853,1386.2627873819283,382.8981464979505,1,0,0,0,0,1,1,0,0,0,1,1.941095890410959,-2.144140167936436,1.050033861150666,-0.4253161859048402,1.5360234056212424e-15,3,200.0
40.69188,-73.97059,100.0,-0.6931471805599453,2,1.0,1.0,7.0,245,30,1124,9668,0,1,1,1,3,1,1,1,0,0,0,0,4028,2657.0,382.0,0,0,0,0,1,1,0,1,0,0,1,2.02,-2.144140167936436,-0.6250178744693029,1.4127400860047756,0.4852373491489117,4,300.0
40.73498,-73.84979,99.0,-0.6931471805599453,2,1.0,1.0,1.0,259,30,1124,9031,1,1,1,0,3,1,1,0,0,1,0,0,3231,924.0,93.0,0,0,0,0,1,1,1,1,0,0,1,2.275,-2.144140167936436,-0.6234293068917627,1.018196066194074,0.7880831363802465,5,300.0
40.64212,-73.96574,87.0,1.5040773967762742,2,1.5,1.0,2.0,251,30,270,6656,1,1,1,0,1,1,1,1,0,0,0,0,3539,2241.0,110.0,0,1,0,0,1,1,1,1,0,0,1,1.5,-1.7077991677118658,-0.5940954929952673,0.0113873887984978,1.4537208581079015,6,300.0
40.7611438293784,-73.97612083794381,50.0,-0.6931471805599453,2,1.0,1.0,0.0,89,30,90,10786,0,1,1,1,0,1,1,0,1,0,0,0,804,1386.2627873819283,382.8981464979505,1,1,0,0,1,1,1,1,0,1,0,4.008998875140607,2.158659793019569,-0.6195886018797939,-0.4253161859048402,1.5360234056212424e-15,6,57.0
40.69191360473633,-73.92485809326172,57.0,2.4423470353692043,2,1.0,1.0,1.0,363,30,365,21549,0,1,1,0,1,1,0,1,0,0,0,0,1046,1386.2627873819283,382.8981464979505,1,1,0,0,0,0,0,0,0,0,0,1.4187604690117253,2.158659793019569,-0.5878997510244487,-0.4253161859048402,1.5360234056212424e-15,1,300.0
40.84594,-73.86508,78.57919812357986,-0.6931471805599453,7,1.0,3.0,4.0,335,30,1124,22349,0,1,1,0,3,1,1,0,0,0,1,0,2721,912.0,412.0,0,0,1,0,1,0,0,1,0,0,1,2.0,-0.281523358236352,-0.6152965471050134,-0.0802220570767945,-0.9192926366765776,4,200.0
40.68639727878037,-73.95417199004568,23.0,6.578556526327422,1,1.0,4.0,1.0,364,30,365,6420,0,1,1,0,1,1,1,1,0,0,0,0,4488,1386.2627873819283,382.8981464979505,1,1,1,0,1,0,1,0,0,0,1,1.83495145631068,2.158659793019569,2.054687110418205,-0.4253161859048402,1.5360234056212424e-15,5,297.0
40.670667434274165,-73.92994365773743,100.0,-0.6931471805599453,10,2.0,4.0,4.0,252,5,120,1947,1,1,1,0,3,1,1,1,0,0,0,0,667,623.0,86.0,0,0,0,0,1,1,1,0,0,0,1,2.056862745098039,-1.8301657095697887,-0.619903475745206,1.4297295887028674,0.1614211574487256,4,300.0
40.68234,-73.72947,100.0,0.4054651081081644,2,1.0,1.0,1.0,365,30,1124,736,0,1,1,0,1,1,1,0,0,1,0,0,4684,828.0,828.0,0,1,1,0,0,0,1,0,0,0,0,1.4193548387096775,2.2459279930644835,-0.6292448234332705,-0.755160503289471,-20.768370189802067,3,0.0
40.72254,-73.99322,100.0,-0.6931471805599453,2,1.0,1.0,1.0,350,1,365,19630,1,1,1,1,3,1,1,0,1,0,0,0,2565,1176.0,102.0,0,1,1,0,0,1,1,0,0,0,0,3.330275229357798,1.285977792570429,-0.5554856829746067,5.929939266057019,0.9473771661305443,4,300.0
40.62904,-73.93529,0.0,0.4054651081081644,2,1.0,1.0,0.0,364,30,1124,12051,0,1,1,0,1,1,1,1,0,0,0,0,3316,3017.0,2559.0,0,1,1,0,0,0,1,0,0,0,1,2.0,2.158659793019569,-0.6292448234332705,-0.705332413905694,-1.079287460754864,4,0.0
40.76043587396708,-73.99198082489241,94.0,-0.6931471805599453,1,1.0,0.0,1.0,296,30,175,5477,1,1,1,0,3,1,1,0,1,0,0,0,3455,115.0,115.0,0,1,0,0,0,1,1,1,0,0,0,3.1260744985673354,-1.7851130316330306,0.0131673891007688,-0.5126945148814207,-2.064409767851528,4,288.0
40.69467,-73.92312,0.0,-0.6931471805599453,6,2.5,3.0,3.0,219,30,120,12645,0,1,1,0,3,1,1,1,0,0,0,0,4383,637.0,471.0,0,1,0,0,1,0,0,1,0,0,1,1.4187604690117253,-2.127043637636274,-0.6266771001605067,-0.588550179902827,1.1269073824399287,4,0.0
40.67472,-73.95492,84.0,-0.6931471805599453,4,2.0,2.0,2.0,6,1,1124,15109,1,1,1,0,3,1,1,1,0,0,0,0,3477,751.0,83.0,0,0,0,1,1,1,0,1,0,0,1,2.056862745098039,-2.018227542871573,-0.6266771001605067,0.8189697340496255,0.7915906625097335,5,300.0
40.717,-73.95144,93.0,-0.6931471805599453,8,2.0,3.0,4.0,132,30,1124,10532,1,1,1,0,3,1,1,1,0,0,0,0,4302,3106.0,322.0,0,0,1,0,1,0,1,1,0,0,1,2.80030959752322,-1.956078334634652,-0.6219554554172682,0.4531378348711812,1.274033707386392,5,300.0
40.69769774798581,-73.92018051510972,78.57919812357986,0.4054651081081644,1,1.0,1.0,1.0,88,30,365,8220,0,1,1,0,1,1,0,1,0,0,0,0,2827,1386.2627873819283,382.8981464979505,1,0,0,0,0,0,0,0,0,0,0,1.4187604690117253,2.071391592974656,-0.6296596298560714,-0.4253161859048402,1.5360234056212424e-15,0,0.0
40.85003,-73.92281,77.0,0.4054651081081644,2,1.0,1.0,1.0,364,30,1124,2,0,1,1,0,1,1,1,0,0,0,1,0,3414,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.3333333333333333,2.158659793019569,-0.6161123810254701,-0.4253161859048402,1.5360234056212424e-15,4,300.0
40.73046,-73.98915,100.0,-0.6931471805599453,2,1.0,0.0,1.0,355,30,1124,11044,0,0,1,0,3,1,1,0,1,0,0,0,2602,1302.0,392.0,0,1,1,0,1,0,1,0,0,0,0,3.326219512195122,1.373245992615343,-0.625732771211859,0.0214620390564254,1.1782483299324515,4,100.0
40.74822844190484,-73.86317159258495,97.0,-0.6931471805599453,1,1.0,1.0,0.0,242,1,7,7295,1,1,1,1,0,1,1,0,0,1,0,0,3174,453.0,92.0,0,0,1,0,1,1,0,1,0,0,1,0.945945945945946,0.0742023419466478,-0.6220774404165995,0.8818285867903043,1.3331482206789549,5,300.0
40.72023,-73.99401,90.0,1.5040773967762742,2,1.0,0.0,1.0,35,15,29,10885,0,1,1,0,1,1,1,0,1,0,0,0,3266,1372.0,99.0,0,1,1,0,1,1,1,0,0,0,1,3.330275229357798,-1.0980234024444993,-0.3306170319936568,0.150990391381989,0.73868164237972,6,192.0
40.767296,-73.983437,78.57919812357986,-0.6931471805599453,4,1.5,1.0,2.0,362,30,31,16796,0,0,1,0,3,1,0,0,1,0,0,0,4224,1084.0,462.0,0,0,0,0,1,1,0,0,0,0,1,3.1260744985673354,2.071391592974656,-0.6266771001605067,-0.397244844348078,0.6246628791204072,3,0.0
40.63470009387774,-74.01785821419386,100.0,2.0149030205422647,1,1.0,1.0,1.0,34,30,365,1797,0,1,1,0,1,1,1,1,0,0,0,0,3088,1386.2627873819283,382.8981464979505,1,0,1,0,1,1,1,0,0,0,1,1.5357142857142858,-0.4453464670615608,-0.6085722872288596,-0.4253161859048402,1.5360234056212424e-15,5,200.0
40.746207355228975,-73.98812009189218,100.0,4.119037174812473,5,1.0,1.0,3.0,129,1,365,10634,0,1,1,1,1,1,1,0,1,0,0,0,1292,164.0,105.0,0,1,1,0,0,1,1,0,0,0,1,4.008998875140607,-0.6663784137260886,-0.4241786870803649,0.4692353160021904,-4.149900736213618,5,300.0
40.7447,-73.99754,100.0,0.4054651081081644,1,1.0,1.0,2.0,179,30,90,10407,0,1,1,0,1,1,1,0,1,0,0,0,3933,1892.0,1847.0,0,1,0,0,1,1,1,0,0,0,1,3.5669781931464173,2.2459279930644835,-0.6296596298560714,-0.7524128689028649,1.4099549138654432,5,300.0
40.760894,-73.96948739999999,99.0,3.56953269648137,2,1.0,1.0,1.0,345,1,365,21735,0,1,1,1,1,1,1,0,1,0,0,0,2262,303.0,121.0,0,1,1,0,0,0,1,0,0,0,0,4.008998875140607,0.8143188173275814,-0.4683991928006558,-0.4441168206328808,-1.9837053167800245,3,0.0
40.77418,-73.94803,86.0,-0.6931471805599453,2,1.0,1.0,1.0,94,30,100,2778,1,1,1,0,3,1,1,0,1,0,0,0,2757,1843.0,88.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-0.6639322310558352,-0.625732771211859,-0.2301624773588061,1.4023707632819484,6,200.0
40.64964,-73.92565,78.57919812357986,0.4054651081081644,1,1.0,1.0,1.0,90,30,30,194,0,1,1,1,1,1,1,1,0,0,0,0,1903,1867.0,1867.0,0,1,1,0,0,0,1,0,0,0,1,1.5114503816793894,2.2459279930644835,-0.6296596298560714,-0.7607231666853862,1.860976628765792,4,0.0
40.689548,-73.943001,76.0,2.3513752571634776,2,2.0,1.0,1.0,364,30,367,7804,0,1,1,0,1,1,1,1,0,0,0,0,1503,1386.2627873819283,382.8981464979505,1,1,1,0,0,0,1,0,0,0,1,1.83495145631068,2.158659793019569,-0.5971990030696518,-0.4253161859048402,1.5360234056212424e-15,4,300.0
40.78113578973381,-73.94689628393887,59.0,1.8718021769015916,1,1.5,1.0,4.0,41,30,365,13530,0,1,1,0,1,1,1,0,1,0,0,0,1046,481.0,245.0,0,1,1,0,1,1,1,0,0,0,1,2.829512893982808,-2.144140167936436,-0.6127781883713964,-0.6712978162877055,-8.423686436892782,6,300.0
